一级分类,二级分类,品名,最低价,最高价,平均价,单位,产地,规格,日期
肉禽蛋,禽蛋类,箱鸡蛋,227.0,232.0,229.5,箱,,带蛋托净42斤,2026-07-24
肉禽蛋,禽蛋类,散鸡蛋,5.3,5.5,5.4,斤,,,2026-07-24
肉禽蛋,禽蛋类,生鸭蛋,6.0,7.0,6.5,斤,,,2026-07-24
肉禽蛋,禽蛋类,熟鸭蛋,6.8,8.0,7.4,斤,,,2026-07-24
肉禽蛋,禽蛋类,松花蛋,6.5,8.0,7.25,斤,,,2026-07-24
肉禽蛋,禽蛋类,鹅蛋,12.0,14.0,13.0,斤,,,2026-07-24
肉禽蛋,禽蛋类,鹌鹑蛋,5.5,6.5,6.0,斤,,,2026-07-24
肉禽蛋,禽蛋类,柴鸡蛋,4.93,9.0,6.97,斤,,,2026-07-24
肉禽蛋,禽蛋类,乌鸡蛋,7.3,8.5,7.9,斤,,,2026-07-24
肉禽蛋,禽蛋类,变蛋,0.75,1.0,0.88,个,,,2026-07-24
肉禽蛋,禽蛋类,鸵鸟蛋,65.0,65.0,65.0,个,,,2026-07-24
肉禽蛋,禽蛋类,鸽子蛋,2.4,2.5,2.45,个,,,2026-07-24
肉禽蛋,禽蛋类,活珠子,1.3,1.5,1.4,个,,,2026-07-24
肉禽蛋,禽蛋类,山鸡蛋,1.0,1.2,1.1,个,,,2026-07-24
肉禽蛋,禽蛋类,淘汰鸡,13.0,13.0,13.0,斤,,干净膛,2026-07-23
肉禽蛋,禽蛋类,淘汰鸡,12.0,12.0,12.0,斤,,净膛,2026-07-23
肉禽蛋,禽蛋类,仔鸡,6.5,6.5,6.5,斤,,净膛,2026-07-23
肉禽蛋,禽蛋类,肉鸡,6.5,6.5,6.5,斤,,,2026-07-23
肉禽蛋,禽蛋类,鸡胸,6.5,6.5,6.5,斤,,,2026-07-23
肉禽蛋,禽蛋类,鸡翅,11.0,12.0,11.5,斤,,,2026-07-23
肉禽蛋,禽蛋类,鸡翅尖,7.0,7.5,7.25,斤,,,2026-07-23
肉禽蛋,禽蛋类,鸡翅中,25.0,25.0,25.0,斤,,,2026-07-23
肉禽蛋,禽蛋类,鸡翅根,6.5,6.5,6.5,斤,,,2026-07-23
肉禽蛋,禽蛋类,鸡边腿,6.0,6.0,6.0,斤,,,2026-07-23
肉禽蛋,禽蛋类,鸡排腿,6.5,6.5,6.5,斤,,,2026-07-23
肉禽蛋,禽蛋类,鸡琵琶腿,6.5,6.5,6.5,斤,,,2026-07-23
肉禽蛋,禽蛋类,鸡胗,10.0,13.0,11.5,斤,,,2026-07-23
肉禽蛋,禽蛋类,鸡爪,17.0,17.0,17.0,斤,,,2026-07-23
肉禽蛋,禽蛋类,鸡心,5.0,5.0,5.0,斤,,,2026-07-23
肉禽蛋,禽蛋类,鸡肝,2.5,2.5,2.5,斤,,,2026-07-23
肉禽蛋,禽蛋类,鸡脖子,5.0,5.0,5.0,斤,,去皮,2026-07-23
肉禽蛋,禽蛋类,鸡头,2.5,4.0,3.25,斤,,,2026-07-23
肉禽蛋,禽蛋类,鸡油,5.0,5.0,5.0,斤,,,2026-07-23
肉禽蛋,禽蛋类,鸡架子,3.0,3.5,3.25,斤,,,2026-07-23
肉禽蛋,禽蛋类,白条乌鸡,10.5,11.0,10.75,斤,,净膛,2026-07-23
肉禽蛋,禽蛋类,黑爪公鸡,11.0,12.0,11.5,斤,,净膛,2026-07-23
肉禽蛋,禽蛋类,白条鹅,10.0,10.0,10.0,斤,,净膛,2026-07-23
肉禽蛋,禽蛋类,白条湖鸭,7.0,7.0,7.0,斤,,,2026-07-23
肉禽蛋,禽蛋类,鸭肠,6.5,7.5,7.0,斤,,,2026-07-23
肉禽蛋,禽蛋类,鸭肝,2.5,3.0,2.75,斤,,,2026-07-23
肉禽蛋,禽蛋类,鸭头,12.0,13.0,12.5,斤,,,2026-07-23
肉禽蛋,禽蛋类,鸭心,5.0,5.0,5.0,斤,,,2026-07-23
肉禽蛋,禽蛋类,鸭腿,4.5,5.0,4.75,斤,,,2026-07-23
肉禽蛋,禽蛋类,鸭胗,12.0,14.0,13.0,斤,,,2026-07-23
肉禽蛋,禽蛋类,鸭脖子,7.0,7.5,7.25,斤,,去皮,2026-07-23
肉禽蛋,禽蛋类,白条乳鸽,20.0,22.0,21.0,只,,,2026-07-23
肉禽蛋,禽蛋类,白条兔,14.0,15.0,14.5,斤,,冻,2026-07-23
肉禽蛋,禽蛋类,筐鸡蛋,214.0,222.0,218.0,筐,,净44斤,2026-07-23
肉禽蛋,禽蛋类,筐鸡蛋,4.86,5.05,4.96,斤,,,2026-07-23
肉禽蛋,禽蛋类,箱鸡蛋,232.0,237.0,234.5,箱,,带蛋托净42斤,2026-07-23
肉禽蛋,禽蛋类,散鸡蛋,5.5,5.5,5.5,斤,,,2026-07-23
肉禽蛋,禽蛋类,生鸭蛋,6.0,7.0,6.5,斤,,,2026-07-23
肉禽蛋,禽蛋类,熟鸭蛋,6.8,8.0,7.4,斤,,,2026-07-23
肉禽蛋,禽蛋类,松花蛋,6.6,8.0,7.3,斤,,,2026-07-23
肉禽蛋,禽蛋类,鹅蛋,12.0,14.0,13.0,斤,,,2026-07-23
肉禽蛋,禽蛋类,鹌鹑蛋,5.0,6.5,5.75,斤,,,2026-07-23
肉禽蛋,禽蛋类,柴鸡蛋,5.09,9.0,7.05,斤,,,2026-07-23
肉禽蛋,禽蛋类,乌鸡蛋,7.3,8.5,7.9,斤,,,2026-07-23
肉禽蛋,禽蛋类,变蛋,0.75,1.0,0.88,个,,,2026-07-23
肉禽蛋,禽蛋类,鸵鸟蛋,65.0,70.0,67.5,个,,,2026-07-23
肉禽蛋,禽蛋类,鸽子蛋,2.5,2.5,2.5,个,,,2026-07-23
肉禽蛋,禽蛋类,活珠子,1.3,1.5,1.4,个,,,2026-07-23
肉禽蛋,禽蛋类,山鸡蛋,1.0,1.2,1.1,个,,,2026-07-23
肉禽蛋,禽蛋类,淘汰鸡,13.0,13.0,13.0,斤,,干净膛,2026-07-22
肉禽蛋,禽蛋类,淘汰鸡,12.0,12.0,12.0,斤,,净膛,2026-07-22
肉禽蛋,禽蛋类,仔鸡,6.5,6.5,6.5,斤,,净膛,2026-07-22
肉禽蛋,禽蛋类,肉鸡,6.5,6.5,6.5,斤,,,2026-07-22
肉禽蛋,禽蛋类,鸡胸,6.5,6.5,6.5,斤,,,2026-07-22
肉禽蛋,禽蛋类,鸡翅,11.0,12.0,11.5,斤,,,2026-07-22
肉禽蛋,禽蛋类,鸡翅尖,7.0,7.5,7.25,斤,,,2026-07-22
肉禽蛋,禽蛋类,鸡翅中,25.0,25.0,25.0,斤,,,2026-07-22
肉禽蛋,禽蛋类,鸡翅根,6.5,6.5,6.5,斤,,,2026-07-22
肉禽蛋,禽蛋类,鸡边腿,6.0,6.0,6.0,斤,,,2026-07-22
肉禽蛋,禽蛋类,鸡排腿,6.5,6.5,6.5,斤,,,2026-07-22
肉禽蛋,禽蛋类,鸡琵琶腿,6.5,6.5,6.5,斤,,,2026-07-22
肉禽蛋,禽蛋类,鸡胗,10.0,13.0,11.5,斤,,,2026-07-22
肉禽蛋,禽蛋类,鸡爪,17.0,17.0,17.0,斤,,,2026-07-22
肉禽蛋,禽蛋类,鸡心,5.0,5.0,5.0,斤,,,2026-07-22
肉禽蛋,禽蛋类,鸡肝,2.5,2.5,2.5,斤,,,2026-07-22
肉禽蛋,禽蛋类,鸡脖子,5.0,5.0,5.0,斤,,去皮,2026-07-22
肉禽蛋,禽蛋类,鸡头,2.5,4.0,3.25,斤,,,2026-07-22
肉禽蛋,禽蛋类,鸡油,5.0,5.0,5.0,斤,,,2026-07-22
肉禽蛋,禽蛋类,鸡架子,3.0,3.5,3.25,斤,,,2026-07-22
肉禽蛋,禽蛋类,白条乌鸡,10.5,11.0,10.75,斤,,净膛,2026-07-22
肉禽蛋,禽蛋类,黑爪公鸡,11.0,12.0,11.5,斤,,净膛,2026-07-22
肉禽蛋,禽蛋类,白条鹅,10.0,10.0,10.0,斤,,净膛,2026-07-22
肉禽蛋,禽蛋类,白条湖鸭,7.0,7.0,7.0,斤,,,2026-07-22
肉禽蛋,禽蛋类,鸭肠,6.5,7.5,7.0,斤,,,2026-07-22
肉禽蛋,禽蛋类,鸭肝,2.5,3.0,2.75,斤,,,2026-07-22
肉禽蛋,禽蛋类,鸭头,12.0,13.0,12.5,斤,,,2026-07-22
肉禽蛋,禽蛋类,鸭心,5.0,5.0,5.0,斤,,,2026-07-22
肉禽蛋,禽蛋类,鸭腿,4.5,5.0,4.75,斤,,,2026-07-22
肉禽蛋,禽蛋类,鸭胗,12.0,14.0,13.0,斤,,,2026-07-22
肉禽蛋,禽蛋类,鸭脖子,7.0,7.5,7.25,斤,,去皮,2026-07-22
肉禽蛋,禽蛋类,白条乳鸽,20.0,22.0,21.0,只,,,2026-07-22
肉禽蛋,禽蛋类,白条兔,14.0,15.0,14.5,斤,,冻,2026-07-22
肉禽蛋,禽蛋类,筐鸡蛋,219.0,224.0,221.5,筐,,净44斤,2026-07-22
肉禽蛋,禽蛋类,筐鸡蛋,4.98,5.09,5.04,斤,,,2026-07-22
肉禽蛋,禽蛋类,箱鸡蛋,234.0,239.0,236.5,箱,,带蛋托净42斤,2026-07-22
肉禽蛋,禽蛋类,散鸡蛋,5.5,5.5,5.5,斤,,,2026-07-22
肉禽蛋,禽蛋类,生鸭蛋,6.0,7.0,6.5,斤,,,2026-07-22
肉禽蛋,禽蛋类,熟鸭蛋,6.8,8.0,7.4,斤,,,2026-07-22
肉禽蛋,禽蛋类,松花蛋,6.6,8.0,7.3,斤,,,2026-07-22
肉禽蛋,禽蛋类,鹅蛋,12.0,14.0,13.0,斤,,,2026-07-22
肉禽蛋,禽蛋类,鹌鹑蛋,5.2,6.5,5.85,斤,,,2026-07-22
肉禽蛋,禽蛋类,柴鸡蛋,5.09,9.0,7.05,斤,,,2026-07-22
肉禽蛋,禽蛋类,乌鸡蛋,7.3,8.5,7.9,斤,,,2026-07-22
肉禽蛋,禽蛋类,变蛋,0.75,1.0,0.88,个,,,2026-07-22
肉禽蛋,禽蛋类,鸵鸟蛋,65.0,70.0,67.5,个,,,2026-07-22
肉禽蛋,禽蛋类,鸽子蛋,2.5,2.5,2.5,个,,,2026-07-22
肉禽蛋,禽蛋类,活珠子,1.3,1.5,1.4,个,,,2026-07-22
肉禽蛋,禽蛋类,山鸡蛋,1.0,1.2,1.1,个,,,2026-07-22
肉禽蛋,禽蛋类,淘汰鸡,13.0,13.0,13.0,斤,,干净膛,2026-07-21
肉禽蛋,禽蛋类,淘汰鸡,12.0,12.0,12.0,斤,,净膛,2026-07-21
肉禽蛋,禽蛋类,仔鸡,6.5,6.5,6.5,斤,,净膛,2026-07-21
肉禽蛋,禽蛋类,肉鸡,6.5,6.5,6.5,斤,,,2026-07-21
肉禽蛋,禽蛋类,鸡胸,6.5,6.5,6.5,斤,,,2026-07-21
肉禽蛋,禽蛋类,鸡翅,11.0,12.0,11.5,斤,,,2026-07-21
肉禽蛋,禽蛋类,鸡翅尖,7.0,7.5,7.25,斤,,,2026-07-21
肉禽蛋,禽蛋类,鸡翅中,25.0,25.0,25.0,斤,,,2026-07-21
肉禽蛋,禽蛋类,鸡翅根,6.5,6.5,6.5,斤,,,2026-07-21
肉禽蛋,禽蛋类,鸡边腿,6.0,6.0,6.0,斤,,,2026-07-21
肉禽蛋,禽蛋类,鸡排腿,6.5,6.5,6.5,斤,,,2026-07-21
肉禽蛋,禽蛋类,鸡琵琶腿,6.5,6.5,6.5,斤,,,2026-07-21
肉禽蛋,禽蛋类,鸡胗,10.0,13.0,11.5,斤,,,2026-07-21
肉禽蛋,禽蛋类,鸡爪,17.0,17.0,17.0,斤,,,2026-07-21
肉禽蛋,禽蛋类,鸡心,5.0,5.0,5.0,斤,,,2026-07-21
肉禽蛋,禽蛋类,鸡肝,2.5,2.5,2.5,斤,,,2026-07-21
肉禽蛋,禽蛋类,鸡脖子,5.0,5.0,5.0,斤,,去皮,2026-07-21
肉禽蛋,禽蛋类,鸡头,2.5,4.0,3.25,斤,,,2026-07-21
肉禽蛋,禽蛋类,鸡油,5.0,5.0,5.0,斤,,,2026-07-21
肉禽蛋,禽蛋类,鸡架子,3.0,3.5,3.25,斤,,,2026-07-21
肉禽蛋,禽蛋类,白条乌鸡,10.5,11.0,10.75,斤,,净膛,2026-07-21
肉禽蛋,禽蛋类,黑爪公鸡,11.0,12.0,11.5,斤,,净膛,2026-07-21
肉禽蛋,禽蛋类,白条鹅,10.0,10.0,10.0,斤,,净膛,2026-07-21
肉禽蛋,禽蛋类,白条湖鸭,7.0,7.0,7.0,斤,,,2026-07-21
肉禽蛋,禽蛋类,鸭肠,6.5,7.5,7.0,斤,,,2026-07-21
肉禽蛋,禽蛋类,鸭肝,2.5,3.0,2.75,斤,,,2026-07-21
肉禽蛋,禽蛋类,鸭头,12.0,13.0,12.5,斤,,,2026-07-21
肉禽蛋,禽蛋类,鸭心,5.0,5.0,5.0,斤,,,2026-07-21
肉禽蛋,禽蛋类,鸭腿,4.5,5.0,4.75,斤,,,2026-07-21
肉禽蛋,禽蛋类,鸭胗,12.0,14.0,13.0,斤,,,2026-07-21
肉禽蛋,禽蛋类,鸭脖子,7.0,7.5,7.25,斤,,去皮,2026-07-21
肉禽蛋,禽蛋类,白条乳鸽,20.0,22.0,21.0,只,,,2026-07-21
肉禽蛋,禽蛋类,白条兔,14.0,15.0,14.5,斤,,冻,2026-07-21
肉禽蛋,禽蛋类,筐鸡蛋,219.0,224.0,221.5,筐,,净44斤,2026-07-21
肉禽蛋,禽蛋类,筐鸡蛋,4.98,5.09,5.04,斤,,,2026-07-21
肉禽蛋,禽蛋类,箱鸡蛋,234.0,239.0,236.5,箱,,带蛋托净42斤,2026-07-21
肉禽蛋,禽蛋类,散鸡蛋,5.5,5.5,5.5,斤,,,2026-07-21
肉禽蛋,禽蛋类,生鸭蛋,6.0,7.0,6.5,斤,,,2026-07-21
肉禽蛋,禽蛋类,熟鸭蛋,6.8,8.0,7.4,斤,,,2026-07-21
肉禽蛋,禽蛋类,松花蛋,6.6,8.0,7.3,斤,,,2026-07-21
肉禽蛋,禽蛋类,鹅蛋,12.0,14.0,13.0,斤,,,2026-07-21
肉禽蛋,禽蛋类,鹌鹑蛋,5.2,6.5,5.85,斤,,,2026-07-21
肉禽蛋,禽蛋类,柴鸡蛋,5.09,9.0,7.05,斤,,,2026-07-21
肉禽蛋,禽蛋类,乌鸡蛋,7.3,8.5,7.9,斤,,,2026-07-21
肉禽蛋,禽蛋类,变蛋,0.75,1.0,0.88,个,,,2026-07-21
肉禽蛋,禽蛋类,鸵鸟蛋,65.0,70.0,67.5,个,,,2026-07-21
肉禽蛋,禽蛋类,鸽子蛋,2.5,2.5,2.5,个,,,2026-07-21
肉禽蛋,禽蛋类,活珠子,1.3,1.5,1.4,个,,,2026-07-21
肉禽蛋,禽蛋类,山鸡蛋,1.0,1.2,1.1,个,,,2026-07-21
肉禽蛋,禽蛋类,淘汰鸡,13.0,13.0,13.0,斤,,干净膛,2026-07-20
肉禽蛋,禽蛋类,淘汰鸡,12.0,12.0,12.0,斤,,净膛,2026-07-20
肉禽蛋,禽蛋类,仔鸡,6.5,6.5,6.5,斤,,净膛,2026-07-20
肉禽蛋,禽蛋类,肉鸡,6.5,6.5,6.5,斤,,,2026-07-20
肉禽蛋,禽蛋类,鸡胸,6.5,6.5,6.5,斤,,,2026-07-20
肉禽蛋,禽蛋类,鸡翅,11.0,12.0,11.5,斤,,,2026-07-20
肉禽蛋,禽蛋类,鸡翅尖,7.0,7.5,7.25,斤,,,2026-07-20
肉禽蛋,禽蛋类,鸡翅中,25.0,25.0,25.0,斤,,,2026-07-20
肉禽蛋,禽蛋类,鸡翅根,6.5,6.5,6.5,斤,,,2026-07-20
肉禽蛋,禽蛋类,鸡边腿,6.0,6.0,6.0,斤,,,2026-07-20
肉禽蛋,禽蛋类,鸡排腿,6.5,6.5,6.5,斤,,,2026-07-20
肉禽蛋,禽蛋类,鸡琵琶腿,6.5,6.5,6.5,斤,,,2026-07-20
肉禽蛋,禽蛋类,鸡胗,10.0,13.0,11.5,斤,,,2026-07-20
肉禽蛋,禽蛋类,鸡爪,17.0,17.0,17.0,斤,,,2026-07-20
肉禽蛋,禽蛋类,鸡心,5.0,5.0,5.0,斤,,,2026-07-20
肉禽蛋,禽蛋类,鸡肝,2.5,2.5,2.5,斤,,,2026-07-20
肉禽蛋,禽蛋类,鸡脖子,5.0,5.0,5.0,斤,,去皮,2026-07-20
肉禽蛋,禽蛋类,鸡头,2.5,4.0,3.25,斤,,,2026-07-20
肉禽蛋,禽蛋类,鸡油,5.0,5.0,5.0,斤,,,2026-07-20
肉禽蛋,禽蛋类,鸡架子,3.0,3.5,3.25,斤,,,2026-07-20
肉禽蛋,禽蛋类,白条乌鸡,10.5,11.0,10.75,斤,,净膛,2026-07-20
肉禽蛋,禽蛋类,黑爪公鸡,11.0,12.0,11.5,斤,,净膛,2026-07-20
肉禽蛋,禽蛋类,白条鹅,10.0,10.0,10.0,斤,,净膛,2026-07-20
肉禽蛋,禽蛋类,白条湖鸭,7.0,7.0,7.0,斤,,,2026-07-20
肉禽蛋,禽蛋类,鸭肠,6.5,7.5,7.0,斤,,,2026-07-20
肉禽蛋,禽蛋类,鸭肝,2.5,3.0,2.75,斤,,,2026-07-20
肉禽蛋,禽蛋类,鸭头,12.0,13.0,12.5,斤,,,2026-07-20
肉禽蛋,禽蛋类,鸭心,5.0,5.0,5.0,斤,,,2026-07-20
肉禽蛋,禽蛋类,鸭腿,4.5,5.0,4.75,斤,,,2026-07-20
肉禽蛋,禽蛋类,鸭胗,12.0,14.0,13.0,斤,,,2026-07-20
肉禽蛋,禽蛋类,鸭脖子,7.0,7.5,7.25,斤,,去皮,2026-07-20
肉禽蛋,禽蛋类,白条乳鸽,20.0,22.0,21.0,只,,,2026-07-20
肉禽蛋,禽蛋类,白条兔,14.0,15.0,14.5,斤,,冻,2026-07-20
肉禽蛋,禽蛋类,筐鸡蛋,214.0,219.0,216.5,筐,,净44斤,2026-07-20
肉禽蛋,禽蛋类,筐鸡蛋,4.86,4.98,4.92,斤,,,2026-07-20
肉禽蛋,禽蛋类,箱鸡蛋,229.0,234.0,231.5,箱,,带蛋托净42斤,2026-07-20
肉禽蛋,禽蛋类,散鸡蛋,5.5,5.5,5.5,斤,,,2026-07-20
肉禽蛋,禽蛋类,生鸭蛋,6.0,7.0,6.5,斤,,,2026-07-20
肉禽蛋,禽蛋类,熟鸭蛋,6.8,8.0,7.4,斤,,,2026-07-20
肉禽蛋,禽蛋类,松花蛋,6.6,8.0,7.3,斤,,,2026-07-20
肉禽蛋,禽蛋类,鹅蛋,12.0,14.0,13.0,斤,,,2026-07-20
肉禽蛋,禽蛋类,鹌鹑蛋,5.2,6.5,5.85,斤,,,2026-07-20
肉禽蛋,禽蛋类,柴鸡蛋,4.96,9.0,6.98,斤,,,2026-07-20
肉禽蛋,禽蛋类,乌鸡蛋,7.3,8.5,7.9,斤,,,2026-07-20
肉禽蛋,禽蛋类,变蛋,0.75,1.0,0.88,个,,,2026-07-20
肉禽蛋,禽蛋类,鸵鸟蛋,65.0,70.0,67.5,个,,,2026-07-20
肉禽蛋,禽蛋类,鸽子蛋,2.5,2.5,2.5,个,,,2026-07-20
肉禽蛋,禽蛋类,活珠子,1.3,1.5,1.4,个,,,2026-07-20
肉禽蛋,禽蛋类,山鸡蛋,1.0,1.2,1.1,个,,,2026-07-20
肉禽蛋,禽蛋类,淘汰鸡,13.0,13.0,13.0,斤,,干净膛,2026-07-19
肉禽蛋,禽蛋类,淘汰鸡,12.0,12.0,12.0,斤,,净膛,2026-07-19
肉禽蛋,禽蛋类,仔鸡,6.5,7.0,6.75,斤,,净膛,2026-07-19
肉禽蛋,禽蛋类,肉鸡,6.5,6.5,6.5,斤,,,2026-07-19
肉禽蛋,禽蛋类,鸡胸,6.5,6.5,6.5,斤,,,2026-07-19
肉禽蛋,禽蛋类,鸡翅,11.0,12.0,11.5,斤,,,2026-07-19
肉禽蛋,禽蛋类,鸡翅尖,7.0,7.5,7.25,斤,,,2026-07-19
肉禽蛋,禽蛋类,鸡翅中,25.0,25.0,25.0,斤,,,2026-07-19
肉禽蛋,禽蛋类,鸡翅根,6.5,6.5,6.5,斤,,,2026-07-19
肉禽蛋,禽蛋类,鸡边腿,6.0,6.0,6.0,斤,,,2026-07-19
肉禽蛋,禽蛋类,鸡排腿,6.5,6.5,6.5,斤,,,2026-07-19
肉禽蛋,禽蛋类,鸡琵琶腿,6.5,6.5,6.5,斤,,,2026-07-19
肉禽蛋,禽蛋类,鸡胗,10.0,13.0,11.5,斤,,,2026-07-19
肉禽蛋,禽蛋类,鸡爪,17.0,17.0,17.0,斤,,,2026-07-19
肉禽蛋,禽蛋类,鸡心,5.0,5.0,5.0,斤,,,2026-07-19
肉禽蛋,禽蛋类,鸡肝,2.5,2.5,2.5,斤,,,2026-07-19
肉禽蛋,禽蛋类,鸡脖子,5.0,5.0,5.0,斤,,去皮,2026-07-19
肉禽蛋,禽蛋类,鸡头,2.5,4.0,3.25,斤,,,2026-07-19
肉禽蛋,禽蛋类,鸡油,5.0,5.0,5.0,斤,,,2026-07-19
肉禽蛋,禽蛋类,鸡架子,3.0,3.5,3.25,斤,,,2026-07-19
肉禽蛋,禽蛋类,白条乌鸡,10.5,11.0,10.75,斤,,净膛,2026-07-19
肉禽蛋,禽蛋类,黑爪公鸡,11.0,12.0,11.5,斤,,净膛,2026-07-19
肉禽蛋,禽蛋类,白条鹅,10.0,10.0,10.0,斤,,净膛,2026-07-19
肉禽蛋,禽蛋类,白条湖鸭,7.0,7.0,7.0,斤,,,2026-07-19
肉禽蛋,禽蛋类,鸭肠,6.5,7.5,7.0,斤,,,2026-07-19
肉禽蛋,禽蛋类,鸭肝,2.5,3.0,2.75,斤,,,2026-07-19
肉禽蛋,禽蛋类,鸭头,12.0,13.0,12.5,斤,,,2026-07-19
肉禽蛋,禽蛋类,鸭心,5.0,5.0,5.0,斤,,,2026-07-19
肉禽蛋,禽蛋类,鸭腿,4.5,5.0,4.75,斤,,,2026-07-19
肉禽蛋,禽蛋类,鸭胗,12.0,14.0,13.0,斤,,,2026-07-19
肉禽蛋,禽蛋类,鸭脖子,7.0,7.5,7.25,斤,,去皮,2026-07-19
肉禽蛋,禽蛋类,白条乳鸽,20.0,22.0,21.0,只,,,2026-07-19
肉禽蛋,禽蛋类,白条兔,14.0,15.0,14.5,斤,,冻,2026-07-19
肉禽蛋,禽蛋类,筐鸡蛋,209.0,214.0,211.5,筐,,净44斤,2026-07-19
肉禽蛋,禽蛋类,筐鸡蛋,4.75,4.86,4.81,斤,,,2026-07-19
肉禽蛋,禽蛋类,箱鸡蛋,224.0,229.0,226.5,箱,,带蛋托净42斤,2026-07-19
肉禽蛋,禽蛋类,散鸡蛋,5.3,5.5,5.4,斤,,,2026-07-19
肉禽蛋,禽蛋类,生鸭蛋,6.0,7.0,6.5,斤,,,2026-07-19
肉禽蛋,禽蛋类,熟鸭蛋,6.8,8.0,7.4,斤,,,2026-07-19
肉禽蛋,禽蛋类,松花蛋,6.6,8.0,7.3,斤,,,2026-07-19
肉禽蛋,禽蛋类,鹅蛋,12.0,14.0,13.0,斤,,,2026-07-19
肉禽蛋,禽蛋类,鹌鹑蛋,5.2,6.5,5.85,斤,,,2026-07-19
肉禽蛋,禽蛋类,柴鸡蛋,4.86,9.0,6.93,斤,,,2026-07-19
肉禽蛋,禽蛋类,乌鸡蛋,7.5,8.5,8.0,斤,,,2026-07-19
肉禽蛋,禽蛋类,变蛋,0.7,1.0,0.85,个,,,2026-07-19
肉禽蛋,禽蛋类,鸵鸟蛋,65.0,70.0,67.5,个,,,2026-07-19
肉禽蛋,禽蛋类,鸽子蛋,2.4,2.5,2.45,个,,,2026-07-19
肉禽蛋,禽蛋类,活珠子,1.3,1.5,1.4,个,,,2026-07-19
肉禽蛋,禽蛋类,山鸡蛋,1.0,1.2,1.1,个,,,2026-07-19
肉禽蛋,禽蛋类,淘汰鸡,13.0,13.0,13.0,斤,,干净膛,2026-07-18
肉禽蛋,禽蛋类,淘汰鸡,12.0,12.0,12.0,斤,,净膛,2026-07-18
肉禽蛋,禽蛋类,仔鸡,6.5,7.0,6.75,斤,,净膛,2026-07-18
肉禽蛋,禽蛋类,肉鸡,6.5,6.5,6.5,斤,,,2026-07-18
肉禽蛋,禽蛋类,鸡胸,6.5,6.5,6.5,斤,,,2026-07-18
肉禽蛋,禽蛋类,鸡翅,11.0,12.0,11.5,斤,,,2026-07-18
肉禽蛋,禽蛋类,鸡翅尖,7.0,7.5,7.25,斤,,,2026-07-18
肉禽蛋,禽蛋类,鸡翅中,25.0,25.0,25.0,斤,,,2026-07-18
肉禽蛋,禽蛋类,鸡翅根,6.5,6.5,6.5,斤,,,2026-07-18
肉禽蛋,禽蛋类,鸡边腿,6.0,6.0,6.0,斤,,,2026-07-18
肉禽蛋,禽蛋类,鸡排腿,6.5,6.5,6.5,斤,,,2026-07-18
肉禽蛋,禽蛋类,鸡琵琶腿,6.5,6.5,6.5,斤,,,2026-07-18
肉禽蛋,禽蛋类,鸡胗,10.0,13.0,11.5,斤,,,2026-07-18
肉禽蛋,禽蛋类,鸡爪,17.0,17.0,17.0,斤,,,2026-07-18
肉禽蛋,禽蛋类,鸡心,5.0,5.0,5.0,斤,,,2026-07-18
肉禽蛋,禽蛋类,鸡肝,2.5,2.5,2.5,斤,,,2026-07-18
肉禽蛋,禽蛋类,鸡脖子,5.0,5.0,5.0,斤,,去皮,2026-07-18
肉禽蛋,禽蛋类,鸡头,2.5,4.0,3.25,斤,,,2026-07-18
肉禽蛋,禽蛋类,鸡油,5.0,5.0,5.0,斤,,,2026-07-18
肉禽蛋,禽蛋类,鸡架子,3.0,3.5,3.25,斤,,,2026-07-18
肉禽蛋,禽蛋类,白条乌鸡,10.5,11.0,10.75,斤,,净膛,2026-07-18
肉禽蛋,禽蛋类,黑爪公鸡,11.0,12.0,11.5,斤,,净膛,2026-07-18
肉禽蛋,禽蛋类,白条鹅,10.0,10.0,10.0,斤,,净膛,2026-07-18
肉禽蛋,禽蛋类,白条湖鸭,7.0,7.0,7.0,斤,,,2026-07-18
肉禽蛋,禽蛋类,鸭肠,6.5,7.5,7.0,斤,,,2026-07-18
肉禽蛋,禽蛋类,鸭肝,2.5,3.0,2.75,斤,,,2026-07-18
肉禽蛋,禽蛋类,鸭头,12.0,13.0,12.5,斤,,,2026-07-18
肉禽蛋,禽蛋类,鸭心,5.0,5.0,5.0,斤,,,2026-07-18
肉禽蛋,禽蛋类,鸭腿,4.5,5.0,4.75,斤,,,2026-07-18
肉禽蛋,禽蛋类,鸭胗,12.0,14.0,13.0,斤,,,2026-07-18
肉禽蛋,禽蛋类,鸭脖子,7.0,7.5,7.25,斤,,去皮,2026-07-18
肉禽蛋,禽蛋类,白条乳鸽,20.0,22.0,21.0,只,,,2026-07-18
肉禽蛋,禽蛋类,白条兔,14.0,15.0,14.5,斤,,冻,2026-07-18
肉禽蛋,禽蛋类,筐鸡蛋,209.0,214.0,211.5,筐,,净44斤,2026-07-18
肉禽蛋,禽蛋类,筐鸡蛋,4.75,4.86,4.81,斤,,,2026-07-18
肉禽蛋,禽蛋类,箱鸡蛋,224.0,229.0,226.5,箱,,带蛋托净42斤,2026-07-18
肉禽蛋,禽蛋类,散鸡蛋,5.3,5.5,5.4,斤,,,2026-07-18
肉禽蛋,禽蛋类,生鸭蛋,6.0,7.0,6.5,斤,,,2026-07-18
肉禽蛋,禽蛋类,熟鸭蛋,6.8,8.0,7.4,斤,,,2026-07-18
